id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2053-P,50,371.3914592443034,ADKJK,Los Angeles,California,Canada,Regional Pumpkin Festival,1224 M,1982 K,252,378,-1,Baby Bear,168.46019478154207,light
2933-P,2,365.4382325192913,TTOAJ,Nottingham,New York,USA,National Pumpkin Festival,1003 X,1014 S,256,367,-3,Big Moose,165.7598587648904,light
2019-P,78,361.8088385509327,ZPZJX,Chicago,California,Canada,Regional Pumpkin Festival,1326 B,1007 C,5,5,4,Marina di Chioggia,164.11359469599466,light
2007-P,99,360.75974743347615,ZLQTZ,Houston,California,Canada,Local Pumpkin Festival,1364 A,1113 B,242,340,3,Marina di Chioggia,163.63773535784532,light
2652-P,25,359.769095883891,QGWUW,New York,California,Canada,Regional Pumpkin Festival,1074 V,1118 M,205,196,88,Marina di Chioggia,163.18838374016588,light
2776-P,68,358.4933487540111,AZNLV,New York,California,Canada,National Pumpkin Festival,1040 F,1091 D,254,370,4,Rouge Vif d'Etampes,162.6097150480294,light
2468-P,28,364.4987081764266,JVGHG,Chicago,New York,Canada,National Pumpkin Festival,1724 E,1035 G,234,301,25,Big Moose,165.33369803916167,light
2332-P,52,358.8758028978482,UVRSB,Chicago,Florida,Canada,Regional Pumpkin Festival,1997 O,1088 Z,242,336,4,Marina di Chioggia,162.78319318804074,light
2990-P,44,352.75733253974465,OAPIY,Los Angeles,New York,Canada,National Pumpkin Festival,1512 Q,1575 R,252,377,-5,Baby Bear,160.00790398136786,light
2787-P,68,357.9471560521052,EJCDH,New York,Texas,USA,National Pumpkin Festival,1163 J,1563 G,253,372,-5,Marina di Chioggia,162.3619664079865,light
2320-P,45,359.4772556489333,SRCBX,Los Angeles,New York,Canada,National Pumpkin Festival,1551 P,1797 S,287,547,-39,Rouge Vif d'Etampes,163.05600734431096,light
2012-P,75,349.62321272678673,MSFUD,Los Angeles,New York,USA,Local Pumpkin Festival,1888 D,1551 K,246,325,10,Marina di Chioggia,158.58629230716863,light
2771-P,43,339.40461274422705,CFOPW,New York,California,USA,Local Pumpkin Festival,1863 K,1432 A,3,-5,-1,Rouge Vif d'Etampes,153.95121710387943,light
2694-P,63,349.6122551349923,SDQVL,Los Angeles,New York,USA,National Pumpkin Festival,1933 V,1467 J,247,349,-2,Big Moose,158.58132203119143,light
2272-P,91,349.35025413893163,IRUKD,Paris,Florida,USA,Local Pumpkin Festival,1393 U,1658 V,237,314,7,Marina di Chioggia,158.4624804753863,light
2094-P,15,350.8609448429197,KNOCB,Paris,New York,Canada,Regional Pumpkin Festival,1729 Y,1105 I,-2,-1,-5,Baby Bear,159.14771769318963,light
2020-P,94,350.0984766194597,OOGLM,Los Angeles,New York,USA,Regional Pumpkin Festival,1333 M,1147 U,1,-4,-2,Marina di Chioggia,158.80186820677395,light
2934-P,44,339.7884819936007,SXLNO,New York,New York,Canada,Local Pumpkin Festival,1631 Z,1155 G,3,-4,-4,Marina di Chioggia,154.12533712444133,light
2550-P,40,336.5627519078553,REENS,Nottingham,New York,USA,National Pumpkin Festival,1261 T,1002 D,247,325,-1,Marina di Chioggia,152.66217176338787,light
2948-P,80,330.88901098929347,OUQCZ,Paris,Florida,USA,Regional Pumpkin Festival,1366 Y,1563 N,244,326,4,Marina di Chioggia,150.0886082726556,light
2390-P,28,327.884679925628,MNUFN,Chicago,New York,USA,Regional Pumpkin Festival,1957 E,1127 X,254,369,-6,Rouge Vif d'Etampes,148.72586773682545,light
2487-P,53,330.6750033222139,FWZXU,Nottingham,California,Canada,National Pumpkin Festival,1612 Z,1916 B,268,442,-28,Big Moose,149.99153610692966,light
2709-P,61,317.6494208285585,LUZCT,Chicago,New York,Canada,Local Pumpkin Festival,1005 J,1457 C,246,341,-7,Marina di Chioggia,144.0832360924675,light
2617-P,21,322.10728587023914,JWVNH,New York,Texas,USA,Local Pumpkin Festival,1282 E,1685 P,5,3,4,Baby Bear,146.1052880124535,light
2879-P,75,329.45799137838185,CEZHD,Houston,New York,Canada,National Pumpkin Festival,1490 E,1775 E,-4,-3,-3,Marina di Chioggia,149.43950922530297,light
2960-P,68,311.4573492787778,BHIME,Chicago,Florida,USA,Regional Pumpkin Festival,1647 W,1682 N,262,404,-24,Marina di Chioggia,141.2745619740594,light
2725-P,61,325.49874201975763,BAGXF,Nottingham,New York,USA,National Pumpkin Festival,1116 L,1540 J,235,296,7,Big Moose,147.6436253902259,light
2978-P,92,314.5968825193122,IXGTZ,Nottingham,California,Canada,Regional Pumpkin Festival,1826 G,1023 G,317,764,-58,Baby Bear,142.69862913569986,light
2894-P,31,321.2945405058563,MLHJN,Nottingham,Florida,USA,Local Pumpkin Festival,1118 L,1644 G,246,336,-7,Baby Bear,145.73663321713235,light
2607-P,27,305.0192676605657,HXFAK,Paris,New York,USA,National Pumpkin Festival,1858 J,1759 X,238,322,2,Rouge Vif d'Etampes,138.3542996566913,light
2782-P,20,303.46942508406937,JSTPD,Houston,California,USA,Regional Pumpkin Festival,1044 E,1696 H,247,333,-5,Big Moose,137.65130346273318,light
2356-P,6,307.1402839468792,YKZBZ,Paris,New York,USA,Regional Pumpkin Festival,1900 O,1728 J,230,291,6,Big Moose,139.31637567603283,light
2694-P,82,296.4110915707424,GXBQE,Chicago,New York,USA,Local Pumpkin Festival,1898 P,1836 J,-3,1,-3,Rouge Vif d'Etampes,134.4496998477562,light
2305-P,14,300.4289381619543,ZHNHR,Houston,Texas,USA,Regional Pumpkin Festival,1067 Z,1771 I,249,333,-6,Marina di Chioggia,136.27216291875718,light
2343-P,81,309.139928041026,FRJVM,New York,Texas,Canada,Local Pumpkin Festival,1092 J,1972 A,236,283,8,Rouge Vif d'Etampes,140.22339823998507,light
2392-P,55,296.8070831289515,QRWJZ,Nottingham,New York,USA,National Pumpkin Festival,1625 O,1801 L,238,294,5,Baby Bear,134.62931845062735,light
2767-P,53,302.12128258217126,VHRWZ,Houston,Florida,USA,Local Pumpkin Festival,1955 M,1960 K,241,317,-3,Big Moose,137.03979680901222,light
2411-P,56,297.97302358504385,FKRRO,New York,California,Canada,National Pumpkin Festival,1093 K,1135 B,223,258,18,Rouge Vif d'Etampes,135.1581797139872,light
2049-P,7,306.09328142087907,QYORA,Los Angeles,Florida,Canada,National Pumpkin Festival,1614 E,1986 N,1,-2,5,Marina di Chioggia,138.8414637062594,light
2414-P,83,287.26250285096467,EMMEQ,Houston,New York,USA,Regional Pumpkin Festival,1657 W,1538 U,237,291,6,Baby Bear,130.29997319317476,light
2201-P,17,295.92658905219287,FMEOE,Chicago,California,Canada,Local Pumpkin Festival,1042 P,1142 W,227,278,4,Marina di Chioggia,134.22993338136226,light
2234-P,95,287.349769516103,SCGOW,New York,Texas,USA,National Pumpkin Festival,1695 Z,1644 Y,230,283,0,Big Moose,130.33955665434817,light
2086-P,82,291.2528436658904,DGSPC,Chicago,California,USA,Regional Pumpkin Festival,1179 F,1733 P,5,-5,4,Marina di Chioggia,132.10995986409856,light
2617-P,75,291.3229650799185,DIDUU,Houston,California,USA,Regional Pumpkin Festival,1182 M,1942 B,238,302,-5,Rouge Vif d'Etampes,132.1417663765304,light
2511-P,95,287.60125349797306,OIRQS,Chicago,Florida,Canada,Regional Pumpkin Festival,1164 H,1063 M,234,291,-2,Rouge Vif d'Etampes,130.4536277766526,light
2823-P,74,286.08705294970423,KCSQF,New York,New York,USA,Local Pumpkin Festival,1322 E,1842 K,229,259,5,Baby Bear,129.76679852156224,light
2425-P,21,273.2690205497667,YBKHW,Chicago,California,USA,Regional Pumpkin Festival,1824 Z,1061 P,223,269,8,Marina di Chioggia,123.95264156920977,light
2689-P,96,276.9190418086946,NTPZM,Houston,Texas,Canada,National Pumpkin Festival,1755 H,1471 B,234,292,-1,Big Moose,125.6082620120894,light
2690-P,9,286.14432613458484,VRBVQ,Houston,New York,Canada,Regional Pumpkin Festival,1077 Z,1393 H,-3,3,5,Rouge Vif d'Etampes,129.7927771800386,light
2906-P,84,269.3886378072202,LNZVX,Houston,California,USA,Regional Pumpkin Festival,1539 U,1775 N,233,308,-5,Rouge Vif d'Etampes,122.19253100025263,light
2325-P,81,273.1693024609238,LPVMM,Nottingham,Florida,Canada,Regional Pumpkin Festival,1414 X,1881 T,227,248,8,Big Moose,123.90741024185535,light
2365-P,47,262.45711656380445,KBYYZ,Paris,Texas,Canada,Local Pumpkin Festival,1857 B,1028 T,216,248,8,Big Moose,119.04844841640919,light
2389-P,27,273.4433847377077,LQBLU,Chicago,Texas,Canada,Regional Pumpkin Festival,1733 V,1452 I,224,245,14,Rouge Vif d'Etampes,124.0317317699463,light
2444-P,25,272.78490904625505,XSJKY,Chicago,Florida,USA,National Pumpkin Festival,1784 Y,1463 M,-5,5,3,Rouge Vif d'Etampes,123.73305246410892,light
2803-P,99,268.42575635388494,SDTBA,Nottingham,California,USA,National Pumpkin Festival,1918 W,1760 Y,5,-5,0,Rouge Vif d'Etampes,121.75577567607138,light
2444-P,46,267.62335385289043,TEXNH,Nottingham,New York,Canada,National Pumpkin Festival,1077 U,1800 C,223,270,-2,Rouge Vif d'Etampes,121.39181232084027,light
2220-P,90,270.52337536457924,DIGAJ,Paris,California,Canada,National Pumpkin Festival,1656 I,1862 Z,-1,-2,0,Marina di Chioggia,122.70723887837022,light
2373-P,38,260.8528319118544,RUTVF,Paris,Texas,Canada,Regional Pumpkin Festival,1898 C,1551 A,216,222,17,Marina di Chioggia,118.32075773256187,light
2702-P,22,270.2983769150451,TOKVO,Nottingham,California,Canada,National Pumpkin Festival,1408 B,1233 Y,3,-4,-3,Marina di Chioggia,122.60518138164913,light
2616-P,3,258.893592293933,XPGYO,Paris,Florida,Canada,Regional Pumpkin Festival,1184 S,1451 P,1,-2,1,Marina di Chioggia,117.43206231578966,light
2565-P,10,245.48755474705249,ORUYZ,Houston,New York,USA,National Pumpkin Festival,1921 H,1227 W,225,253,-3,Big Moose,111.35119093282503,light
2295-P,100,238.4257693309337,BSULJ,Houston,Florida,USA,Regional Pumpkin Festival,1299 J,1411 K,225,259,1,Big Moose,108.14802156235687,light
2142-P,68,252.51960041653365,PFLCR,New York,New York,Canada,Regional Pumpkin Festival,1959 X,1628 U,235,293,-13,Baby Bear,114.54087059213633,light
2305-P,14,238.8646301280707,OHBEW,Los Angeles,New York,Canada,Regional Pumpkin Festival,1230 D,1617 N,227,274,-14,Big Moose,108.34708530905185,light
2864-P,82,234.86175604909656,SYRBW,Nottingham,Florida,Canada,Local Pumpkin Festival,1252 V,1732 N,219,240,1,Big Moose,106.5314136498218,light
2523-P,63,237.54382412228733,BWPZC,Nottingham,California,USA,Local Pumpkin Festival,1627 J,1927 U,213,227,10,Marina di Chioggia,107.74797827127655,light
2726-P,17,233.115247701481,DXJXB,Los Angeles,New York,Canada,National Pumpkin Festival,1998 J,1810 V,1,0,-3,Rouge Vif d'Etampes,105.73921143541017,light
2061-P,51,240.0497223278508,EGOSI,New York,Florida,USA,National Pumpkin Festival,1938 U,1787 P,215,237,7,Rouge Vif d'Etampes,108.88463365013449,light
2782-P,55,231.2679671999067,UMLGV,Chicago,California,Canada,Local Pumpkin Festival,1105 L,1393 U,1,3,-3,Big Moose,104.90129977814009,light
2036-P,52,228.75896021518852,AHTPC,New York,Florida,Canada,National Pumpkin Festival,1428 R,1259 D,208,207,12,Baby Bear,103.7632342819278,light
2974-P,58,222.77170042600483,SQAKQ,Paris,New York,USA,Local Pumpkin Festival,1079 B,1298 R,208,229,1,Rouge Vif d'Etampes,101.04746113963238,light
2427-P,37,222.545275606215,VOSYZ,Houston,Florida,USA,Local Pumpkin Festival,1325 G,2000 L,224,250,-14,Rouge Vif d'Etampes,100.94475665277427,light
2166-P,44,213.58233977891504,UPVQY,New York,California,Canada,National Pumpkin Festival,1674 S,1195 W,213,237,-8,Rouge Vif d'Etampes,96.87924066499762,light
2911-P,83,224.8184861531481,KSXEM,Houston,New York,USA,Local Pumpkin Festival,1492 I,1242 X,205,188,9,Rouge Vif d'Etampes,101.97586677117874,light
2692-P,45,222.14931708686052,TYEVP,Nottingham,California,USA,Local Pumpkin Festival,1217 S,1344 V,222,250,-13,Big Moose,100.76515303606324,light
2514-P,5,221.2067565089092,FYGLU,Los Angeles,New York,USA,National Pumpkin Festival,1895 H,1544 N,203,190,13,Rouge Vif d'Etampes,100.33761509838914,light
2624-P,39,216.35993646085265,RIVSI,Paris,Florida,Canada,Local Pumpkin Festival,1318 I,1386 M,2,4,5,Big Moose,98.13913629915108,light
2418-P,97,207.18826781585813,CRFOP,Nottingham,Texas,Canada,National Pumpkin Festival,1377 Z,1372 M,207,198,2,Baby Bear,93.97894077513072,light
2142-P,94,201.32346923742443,NAART,Houston,Texas,Canada,Local Pumpkin Festival,1527 X,1224 Y,210,198,6,Rouge Vif d'Etampes,91.31871505834182,light
2422-P,65,197.91223146226255,URWMJ,Nottingham,Texas,USA,Local Pumpkin Festival,1191 K,1690 P,-3,-3,0,Baby Bear,89.7714048934306,light
2214-P,21,202.40416180249304,PNRGV,Chicago,Florida,USA,Regional Pumpkin Festival,1801 E,1670 O,202,201,3,Marina di Chioggia,91.80890856031642,light
2316-P,11,192.05268871039152,IUBFT,Houston,Texas,Canada,Regional Pumpkin Festival,1449 W,1251 X,209,207,-1,Baby Bear,87.11356317752391,light
2298-P,38,197.41609566379336,YDMBC,Houston,Texas,USA,Regional Pumpkin Festival,1289 F,1780 C,-1,-5,-5,Big Moose,89.54636166433136,light
2198-P,75,206.55441521294412,IEUBI,Paris,California,USA,Regional Pumpkin Festival,1822 Y,1416 Y,204,206,-3,Big Moose,93.69143030526975,light
2465-P,26,188.75758248288184,SATMG,Nottingham,New York,Canada,National Pumpkin Festival,1786 T,1656 R,245,322,-44,Marina di Chioggia,85.61892935357534,light
2925-P,60,197.9250544965267,FLRTB,New York,New York,USA,Regional Pumpkin Festival,1357 M,1470 P,1,5,2,Baby Bear,89.77722131918854,light
2260-P,20,181.1287912111729,PTJHE,Chicago,New York,USA,National Pumpkin Festival,1244 I,1783 E,194,177,8,Marina di Chioggia,82.15857066305834,light
2830-P,70,181.65450835321096,UJJLR,Chicago,New York,Canada,Regional Pumpkin Festival,1921 V,1342 T,0,2,0,Rouge Vif d'Etampes,82.39703175294966,light
2540-P,99,177.42795800417662,DOVFG,New York,California,USA,National Pumpkin Festival,1690 M,1059 P,4,1,-3,Baby Bear,80.47990232703047,light
2423-P,70,175.3781455354765,CZYED,Nottingham,New York,USA,National Pumpkin Festival,1599 C,1141 J,3,2,2,Marina di Chioggia,79.55012378972786,light
2147-P,79,182.813259630464,RJOXA,Paris,New York,Canada,Local Pumpkin Festival,1650 G,1436 O,205,187,2,Rouge Vif d'Etampes,82.92263206230142,light
2091-P,21,185.2007365012541,SDYZR,Los Angeles,New York,USA,Local Pumpkin Festival,1834 T,1370 N,192,167,12,Rouge Vif d'Etampes,84.00557247107686,light
2336-P,28,182.1714163610712,NWUZV,Los Angeles,New York,Canada,National Pumpkin Festival,1462 J,1366 E,194,172,8,Big Moose,82.63149709005101,light
2347-P,96,185.0384303379804,SACQM,Chicago,California,USA,Local Pumpkin Festival,1266 A,1468 D,204,187,-12,Marina di Chioggia,83.9319516938652,light
2263-P,40,182.84741733036932,EQFTY,Paris,New York,USA,National Pumpkin Festival,1166 S,1175 M,199,180,4,Baby Bear,82.93812572171689,light
2696-P,96,176.26435952167958,KCNYH,Paris,Texas,Canada,Regional Pumpkin Festival,1727 B,1165 B,-2,5,1,Rouge Vif d'Etampes,79.95210336415768,light
2470-P,6,182.36242680419235,DCBIJ,Paris,New York,Canada,Local Pumpkin Festival,1469 C,1113 N,198,173,-1,Big Moose,82.71813789896721,light
2482-P,20,174.91261381600052,VRDFV,Paris,Florida,USA,National Pumpkin Festival,1186 C,1709 S,5,-2,3,Big Moose,79.3389623260273,light
2703-P,24,166.23535605333743,KHVRC,Los Angeles,Florida,USA,Regional Pumpkin Festival,1519 V,1860 T,-5,-1,-2,Marina di Chioggia,75.40302762294543,light
2749-P,87,172.38802526332438,HMXBO,Nottingham,Florida,USA,Regional Pumpkin Festival,1416 X,1441 D,2,2,-4,Baby Bear,78.19382915524183,light
2336-P,29,162.81443297341465,UTEAJ,Paris,New York,USA,Regional Pumpkin Festival,1705 D,1123 D,191,174,5,Baby Bear,73.8513242812771,light
2576-P,5,176.1862778186798,YVOTW,Houston,California,Canada,National Pumpkin Festival,1783 L,1003 H,198,182,-9,Big Moose,79.91668612833061,light
2239-P,5,161.53385293073953,QMQMY,Chicago,Texas,USA,Local Pumpkin Festival,1851 E,1361 T,220,256,-33,Rouge Vif d'Etampes,73.27046341856,light
2053-P,47,160.07378688361496,FNHZP,Paris,California,Canada,Regional Pumpkin Festival,1557 T,1315 W,-2,4,-2,Baby Bear,72.60818914011267,light
2114-P,67,158.93481035158038,XXRVB,Nottingham,California,Canada,Regional Pumpkin Festival,1624 E,1029 C,183,138,21,Marina di Chioggia,72.09155849699405,light
2450-P,80,165.88591337576509,JVMGB,Paris,Texas,USA,National Pumpkin Festival,1874 R,1745 P,3,-4,0,Rouge Vif d'Etampes,75.24452321994004,light
2340-P,50,156.70049112439156,ILPLT,Chicago,New York,Canada,National Pumpkin Festival,1980 B,1774 E,184,155,7,Marina di Chioggia,71.07808917009501,light
2430-P,53,154.15558870378882,FWPUZ,Houston,New York,Canada,National Pumpkin Festival,1195 P,1578 K,187,156,0,Baby Bear,69.92374179132898,light
2416-P,72,149.12248335555196,GWFND,Chicago,California,Canada,National Pumpkin Festival,1277 Z,1814 X,188,156,-1,Big Moose,67.64076547021152,light
2776-P,77,153.886927803047,PTLJJ,Nottingham,Texas,USA,National Pumpkin Festival,1758 F,1099 K,187,168,-9,Baby Bear,69.80187935603969,light
2958-P,80,143.54117096848785,WTDGP,Paris,California,USA,Regional Pumpkin Festival,1860 Q,1981 M,187,145,7,Marina di Chioggia,65.10912682193833,light
2118-P,51,137.78870225604624,VEADJ,Paris,California,USA,Local Pumpkin Festival,1806 Q,1057 N,-1,4,-5,Big Moose,62.49985303372452,light
2771-P,63,131.78827736657112,TUANN,Paris,California,USA,National Pumpkin Festival,1398 E,1936 K,214,217,-31,Rouge Vif d'Etampes,59.778108307257725,light
2974-P,4,144.70363444648683,AKBNF,Paris,New York,USA,Regional Pumpkin Festival,1621 L,1901 E,2,1,1,Rouge Vif d'Etampes,65.63641095585085,light
2632-P,7,134.0776756312698,JHTXJ,New York,Florida,Canada,National Pumpkin Festival,1761 V,1526 J,-4,-4,1,Rouge Vif d'Etampes,60.816561044938936,light
2175-P,16,135.664786323905,BPKGT,New York,Texas,Canada,Regional Pumpkin Festival,1959 L,1895 A,-5,-5,-3,Big Moose,61.53646175823271,light
2746-P,14,125.11405503656717,TCGLM,Paris,Texas,USA,Regional Pumpkin Festival,1501 W,1445 G,175,121,7,Marina di Chioggia,56.750734452146574,light
2619-P,68,129.7324220566079,OJRUC,New York,California,USA,Local Pumpkin Festival,1313 F,1344 F,181,139,-7,Marina di Chioggia,58.845588785500894,light
2319-P,34,117.66739082615824,FHFSZ,Chicago,New York,Canada,Regional Pumpkin Festival,1742 Q,1590 C,181,149,-16,Marina di Chioggia,53.372987139618765,light
2200-P,98,112.7054303465411,XATCM,Chicago,California,USA,Local Pumpkin Festival,1169 Q,1482 D,172,126,-2,Big Moose,51.122281561748274,light
2358-P,56,109.65120006445795,WOYDQ,Chicago,Texas,Canada,Local Pumpkin Festival,1561 O,1534 G,3,2,5,Marina di Chioggia,49.73690713963761,light
2806-P,95,116.670449282974,JGUPH,Paris,New York,USA,Regional Pumpkin Festival,1179 E,1097 P,163,116,10,Marina di Chioggia,52.92078243116274,light
2279-P,81,116.15341452509163,RWYQR,Los Angeles,Florida,USA,National Pumpkin Festival,1987 S,1580 C,2,-1,5,Rouge Vif d'Etampes,52.68625960126536,light
2679-P,48,108.04348646216094,CAXSL,Nottingham,Texas,Canada,Local Pumpkin Festival,1641 K,1718 D,3,-2,3,Baby Bear,49.007661111344504,light
2672-P,56,102.97729068752378,AKSOG,Chicago,California,USA,Regional Pumpkin Festival,1229 A,1949 N,169,102,-2,Rouge Vif d'Etampes,46.709675237535286,light
2383-P,37,110.6230895742774,GJUBA,Los Angeles,Texas,USA,National Pumpkin Festival,1002 X,1020 Z,-4,4,-3,Baby Bear,50.177748446175634,light
2067-P,53,99.74968346673997,BBBTT,Paris,California,USA,National Pumpkin Festival,1514 Y,1441 D,160,98,11,Baby Bear,45.24565842304551,light
2918-P,24,113.22509008646011,XUZTZ,Nottingham,California,USA,Local Pumpkin Festival,1060 O,1113 U,-5,0,5,Marina di Chioggia,51.357995062497615,light
2699-P,40,110.95373232569546,XPUSU,Paris,California,USA,National Pumpkin Festival,1424 B,1846 S,-3,-1,1,Rouge Vif d'Etampes,50.32772535307685,light
2937-P,49,104.95291691664606,ITJRW,Los Angeles,Texas,USA,Local Pumpkin Festival,1836 U,1004 S,165,110,-5,Marina di Chioggia,47.60580349005532,light
2762-P,79,106.60314076114446,EMTVA,Nottingham,Florida,USA,National Pumpkin Festival,1170 B,1177 K,171,122,-15,Marina di Chioggia,48.354331824129034,light
2428-P,54,88.58049734309316,GEYPS,New York,New York,USA,National Pumpkin Festival,1015 S,1125 Y,153,91,7,Baby Bear,40.17940495084831,light
2151-P,73,90.14362222421914,OFXJI,Los Angeles,California,USA,National Pumpkin Festival,1836 K,1823 Y,160,95,-2,Baby Bear,40.88842589192801,light
2186-P,59,104.0238442691043,CSRNE,Nottingham,California,USA,Local Pumpkin Festival,1568 Q,1180 T,-4,-1,-4,Rouge Vif d'Etampes,47.18438356971156,light
2661-P,59,84.60182846151292,IQJLV,Los Angeles,New York,Canada,National Pumpkin Festival,1099 E,1008 A,163,95,-12,Rouge Vif d'Etampes,38.37471257551457,light
2826-P,11,73.81064291018993,VLLOF,Los Angeles,Florida,USA,Regional Pumpkin Festival,1836 I,1413 R,1,-3,-2,Marina di Chioggia,33.47991713891887,light
2704-P,3,85.02247448451817,WDVNT,Chicago,New York,Canada,Local Pumpkin Festival,1176 H,1174 E,1,0,-2,Rouge Vif d'Etampes,38.56551424638157,light
2471-P,100,75.96727476920933,RHLMM,Nottingham,New York,USA,Regional Pumpkin Festival,1001 Y,1935 Z,-5,2,5,Baby Bear,34.4581480971152,light
2561-P,26,70.60326307080686,JLGKH,Paris,Florida,USA,Local Pumpkin Festival,1749 L,1257 L,157,92,-16,Big Moose,32.02507530281343,light
2104-P,93,70.6578796705231,HQUGW,Houston,Texas,Canada,Local Pumpkin Festival,1516 X,1029 I,-5,-1,0,Big Moose,32.04984895551191,light
2817-P,73,67.72451094910502,UFBUO,Houston,California,Canada,Local Pumpkin Festival,1396 Z,1486 A,-5,-4,1,Marina di Chioggia,30.719296370426445,light
2847-P,74,75.45630810689181,AYXRE,Nottingham,Florida,Canada,Local Pumpkin Festival,1144 J,1659 D,142,69,6,Big Moose,34.22637770682127,light
2900-P,27,72.18473071418703,LSCCY,Chicago,Florida,USA,National Pumpkin Festival,1647 P,1161 O,-4,5,-1,Rouge Vif d'Etampes,32.742416374109524,light
2411-P,32,73.98596246913075,VVOXS,Paris,Florida,Canada,National Pumpkin Festival,1552 E,1809 K,0,4,1,Big Moose,33.559440688297954,light
2188-P,57,75.93903206288815,DWULL,Paris,Florida,USA,Local Pumpkin Festival,1968 X,1431 P,5,0,3,Big Moose,34.44533743146956,light
2081-P,6,75.73386328481138,OFDQW,Nottingham,California,USA,National Pumpkin Festival,1219 P,1492 C,155,80,-25,Big Moose,34.35227451508416,light
2518-P,79,73.0663526615128,RKSOX,Nottingham,California,USA,National Pumpkin Festival,1538 E,1824 B,-3,-1,-4,Big Moose,33.14231303644091,light
2915-P,100,56.88580190297216,GPOMK,New York,Florida,USA,Regional Pumpkin Festival,1472 T,1797 F,144,69,-9,Big Moose,25.802944656772947,light
2972-P,79,64.30435496661812,UFVXP,Nottingham,California,USA,National Pumpkin Festival,1051 C,1059 L,143,69,-9,Big Moose,29.167940978018247,light
2219-P,8,59.470357994548976,BRPMH,Paris,California,USA,Regional Pumpkin Festival,1811 T,1614 L,3,-1,-5,Marina di Chioggia,26.97527862346346,light
2544-P,94,66.62342543620616,YIKOX,Chicago,Texas,Canada,National Pumpkin Festival,1245 F,1677 L,0,-2,-2,Marina di Chioggia,30.219852790459626,light
2909-P,33,56.8943666247651,FACCZ,Nottingham,New York,USA,National Pumpkin Festival,1778 W,1373 H,147,76,-19,Baby Bear,25.80682954606045,light
2391-P,71,52.25591587740928,DPWWD,New York,New York,USA,Regional Pumpkin Festival,1828 Y,1532 W,-1,5,1,Marina di Chioggia,23.702865394665828,light
2514-P,65,38.87388400640339,PGKUD,Los Angeles,Florida,USA,Local Pumpkin Festival,1329 T,1841 X,1,-2,-4,Rouge Vif d'Etampes,17.632882794232525,light
2282-P,39,47.8561897277832,MIACL,Nottingham,California,USA,Regional Pumpkin Festival,1348 Y,1277 T,-1,0,1,Marina di Chioggia,21.707184811004637,light
2057-P,64,50.09015956800431,TLJXU,Houston,Florida,USA,Local Pumpkin Festival,1490 G,1259 X,-2,5,-3,Marina di Chioggia,22.72049565877021,light
2398-P,13,40.71983463615179,QXDZR,New York,Texas,Canada,Regional Pumpkin Festival,1462 E,1333 I,0,5,1,Big Moose,18.470191232281362,light
2419-P,58,29.448301730677485,XXZZW,Paris,New York,Canada,National Pumpkin Festival,1768 U,1023 H,116,38,-8,Baby Bear,13.357514078621461,light
2238-P,87,27.459797877818342,PQFNX,Los Angeles,Texas,USA,National Pumpkin Festival,1305 P,1962 F,110,36,-12,Baby Bear,12.455544638995377,light
2720-P,14,30.82650980260223,JTQBM,Houston,Texas,Canada,Regional Pumpkin Festival,1223 U,1357 L,5,-4,-4,Rouge Vif d'Etampes,13.982658234381951,light
2942-P,13,30.60777691882104,BMHYJ,Chicago,Texas,Canada,Local Pumpkin Festival,1166 V,1182 K,-4,2,-2,Big Moose,13.883442748161873,light
2322-P,13,11.930018713697793,UKQHV,Los Angeles,California,USA,Regional Pumpkin Festival,1876 C,1712 X,-4,0,-5,Marina di Chioggia,5.411361048383609,light
2048-P,65,1847.581168920733,KKIJY,Nottingham,Texas,USA,Local Pumpkin Festival,1539 N,1025 X,454,1892,0,Marina di Chioggia,838.0480375730931,heavy
2176-P,51,1564.2105483176188,NFMIZ,Houston,New York,Canada,Local Pumpkin Festival,1375 W,1359 O,407,1520,6,Big Moose,709.5133910324853,heavy
2618-P,96,1341.8366227643564,RLCOZ,Chicago,New York,USA,National Pumpkin Festival,1047 L,1828 V,3,2,-4,Rouge Vif d'Etampes,608.64635739293,heavy
2118-P,17,1195.6315294299277,JOYGZ,Nottingham,New York,USA,Regional Pumpkin Festival,1043 O,1986 Z,388,1277,-9,Big Moose,542.3288966971797,heavy
2317-P,16,1106.4814984397965,YGAXP,Paris,Florida,USA,Local Pumpkin Festival,1261 W,1712 S,373,1169,-1,Baby Bear,501.8911558403042,heavy
2409-P,61,1069.9327068669722,PDFQR,Paris,New York,USA,National Pumpkin Festival,1036 H,1160 T,361,1076,-4,Baby Bear,485.3129163732037,heavy
2948-P,6,940.8330265711992,UVDGN,Los Angeles,Texas,Canada,National Pumpkin Festival,1671 I,1384 D,332,848,10,Baby Bear,426.75433418848337,medium
2214-P,70,645.0793504850939,AQEQS,Nottingham,New York,USA,National Pumpkin Festival,1470 W,1288 E,333,823,-20,Big Moose,292.6028327452347,medium
2630-P,84,435.1660694805905,BLZUM,Chicago,New York,Canada,Local Pumpkin Festival,1892 C,1074 K,268,423,2,Big Moose,197.38784778784,light
2864-P,26,2599.325333325006,DMYVQ,Houston,New York,Canada,National Pumpkin Festival,1395 C,1658 I,499,2431,4,Big Moose,1179.0331765935562,heavy
